Protest Name,Country Name,Date,Locality Name,School Name,Description of Protest,Primary Source,Additional Sources,LAT,LONG,Geographic Context (F1),Protest Location (F2),Event Type (F3),Actors Involved (F4),Causes (F5),Targets (F6),Characteristics (F7),unique-key
Namibia-October-2017,Namibia,18-Oct-17,Windhoek,"University of Namibia,Khomasdal Campus",150 student teachers protested in Windhoek yesterday to demand that the Ministry of Education release the bulletin of teacher vacancies,https://www.newera.com.na/2017/10/18/student-teachers-march-for-jobs/,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27665837470&format=GNBFI&sort=RELEVANCE&startDocNo=26&resultsUrlKey=29_T27665837474&cisb=22_T27665837473&treeMax=true&treeWidth=0&csi=364064&docNo=50,-22.54798,17.0550507,Capital City,College or University,Protest or demonstration,"Students,Teachers or academic staff",Accreditation or other school policies,School authority,,Namibia-12
Niger-September-2016,Niger,26-Sep-16,,,Lecturers and students launched a week long strike in protest over non-payment of salaries and grants.,http://www.sahel-info.com/index.php/niger/item/5588-niger-lib%C3%A9ration-de-59-%C3%A9tudiants-arr%C3%AAt%C3%A9s-fin-mai,,17.607789,8.081666,Nationwide,College or University,Strike or boycott,"Students,Teachers or Academic Staff","School quality (food, water, electricity),Accreditation or other school policies",School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),arrest or detention,school closure",Niger-1
Niger-May-2014,Niger,20-May-14,Niamey,University of Niamey,59 students were arrested and imprisoned for one month after violent protests at the University.,https://www.standardmedia.co.ke/article/2000121895/dozens-injured-arrested-in-niger-student-protests/?searchtext=Niamey&searchbutton=SEARCH,,13.5026064,2.0927299,Capital City,College or University,"Protest or demonstration,Strike OR Boycott",Students,Accreditation or other school policies,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Death occurred,Injury occurred",Niger-5
Niger-April-2017,Niger,17-Apr-17,Niamey,Abdou Moumouni University,"Hundred of students joined a demonstration demanding betting living and studying situations. The protest stopped traffic as demonstrators set up barricades made of tree trunks and stone, and burned tires on the road near campus. Police were called, and used tear gas to disperse the crowd. One student was killed and three police officers were later arrested after ""allegedly assaulting a demonstrator"". The school closed as a result of this protest.",http://www.sahel-info.com/index.php/niger/item/5588-niger-lib%C3%A9ration-de-59-%C3%A9tudiants-arr%C3%AAt%C3%A9s-fin-mai,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27669289133&format=GNBFI&sort=RELEVANCE&startDocNo=26&resultsUrlKey=29_T27669289137&cisb=22_T27669289136&treeMax=true&treeWidth=0&csi=417351&docNo=48,13.5026064,2.0927299,Capital City,College or University,"Protest or demonstration,Road block or occupation",Students,"School quality (food, water, electricity)",School authority,school closure,Niger-2
Niger-February-2018,Niger,25-Feb-18,Niamey,University of Niamey,Teacher-researcher of the university ended their weeks long strike. The teacher-researchers were striking against the physical aggression by students.,http://www.iciniger.com/niger-fin-de-greve-illimitee-enseignants-de-luniversite-de-niamey/,,13.5026064,2.0927299,Capital City,College or University,Strike OR Boycott,Teachers or Academic Staff,Other,,,Niger-4
Niger-April-2018,Niger,23-Apr-18,Niamey,University of Niamey,The Union of Niger Students launched an indefinite protest against the suspension of five students from the University of Niamey and to call for the reopening of the campus. This article notes that the Niger government responded by threatening to close universities.,http://www.africanews.com/2018/04/20/niger-university-of-niamey-campus-closedthe-morning-call//,http://www.africanews.com/2017/04/16/niger-s-president-orders-university-of-niamey-campus-to-reopen//,13.5026064,2.0927299,Capital City,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,school closure,Niger-3
Nigeria-January-2014,Nigeria,23-Jan-14,,Lagos State University,"""School closed indefinitely after a ""protracted battle between management and students""","http://allafrica.com/stories/201401240058.html
http://allafrica.com/stories/201401240312.html;
http://allafrica.com/stories/201401240613.html;",,6.5982951,3.2926865,,,,,,,,Nigeria-52
Nigeria-May-2017,Nigeria,29-May-17,,University of Ibadan,Students protest to get issuance of identification cards sooner and being allowed to use of electric-powered cooking appliance in hostels,http://punchng.com/ui-shut-as-students-protest/;https://www.pmnewsnigeria.com/2017/05/29/ui-students-set-protest-exam-starts/,,7.4442593,3.8994577,,College or University,,,,,,Nigeria-100
Nigeria-December-2012,Nigeria,5-Dec-12,,"Federal University Of Agriculture,Makurdi",2nd school closure of the year; Student protesting non-accreditation of their courses,http://campusheathq.com/pictures-university-of-abuja-shut-down-following-violent-students-protest/,,7.7321516,8.539144,,,,,,,,Nigeria-87
Nigeria-May-2015,Nigeria,6-May-15,,Osun State College Of Education Ila Orangun,"Students protesting lack of basic infrastructure, bad roads, insufficient lecture rooms, and no transportation.",http://www.edificationinfo.com/2015/05/photos-osustech-students-protest.html,,8.0119023,4.8987363,,,,,,,,Nigeria-73
Nigeria-July-2011,Nigeria,28-Jul-11,,Federal University of Technology Owerri,Five students dead after riot over increase in school fees and after police after cult group which killed student mentioned in cell above,https://issuu.com/thenation/docs/july_28__2011,,5.386632,6.9916314,,,,,,,,Nigeria-35
Nigeria-July-2018,Nigeria,18-Jul-18,Ibarapa,Ibarapa Polytechnic,Ibarapa Poly staff strike in Oyo State after 24 months of non-payment of their wages,http://dailypost.ng/2018/07/18/ibarapa-polytechnic-shut-ssanip-nasu-protest-non-payment-24-months-salaries-oyo-govt-photos/,,7.5252234,3.426287,,College or University,Strike or boycott,Non-academic staff,"School staff working conditions (salaries, security)",Federal government,school closure,Nigeria-237
Nigeria-June-2012,Nigeria,11-Jun-12,Port Harcourt,University of Port Harcourt,Part time students protesting increase in part time fees.,http://www.thetidenewsonline.com/2012/06/11/%E2%80%98why-uniport-increased-part-time-school-fees%E2%80%99/,,4.9068824,6.9170023,Major Urban Area,College or University,,,,,"Non-lethal violence (e.g., tear gas, rubber bullets)",Nigeria-115
Nigeria-June-2012,Nigeria,1-Jun-12,Lagos,"University of Lagos,Akoka",Student protesting the proposed renaming of the university after MKO Abiola,https://www.premiumtimesng.com/news/5396-unilag_to_be_locked_down_today_as_crisis_deepens.html,https://www.bellanaija.com/2012/05/unilag-students-pour-out-on-to-the-streets-in-protest-of-schools-renaming/,6.5128095,3.3912026,Major Urban Area,College or University,Protest or demonstration,Students,Accreditation or other school policies,Federal government,school closure,Nigeria-105
Nigeria-September-2012,Nigeria,14-Sep-12,Calabar,Cross River University of Technology,Students protesting extortion by authorities of the institution and general insecurity on campus. Students marched from their campus to the governors building in Calabar.,http://crossriverwatch.com/2012/09/crutech-students-protest-extortion-and-insecurity-2/,,4.9308025,8.330298,Major Urban Area,"College or University,Public Space","Protest or demonstration,March",Students,"School quality (food, water, electricity),Government policy",Local government,,Nigeria-20
Nigeria-June-2014,Nigeria,6-Jun-14,Lagos,"University of Lagos,Akoka",Students protest school fee increase. Blocked entrance of school.,https://www.naij.com/67715.html,,6.5128095,3.3912026,Major Urban Area,College or University,Protest or demonstration,,School fees,School authority,school closure,Nigeria-106
Nigeria-August-2018,Nigeria,21-Aug-18,Benin,Edo State College of Agriculture,"Students protest the closure of the school, and to demand payment of their N20,000 stipends",http://sunnewsonline.com/edo-school-of-agric-students-protest-closure-of-institution/,,6.4871691,5.435909,Major Urban Area,Public Space,Protest or demonstration,Students,"School fees,School quality (food, water, electricity)",School authority,,Nigeria-140
Nigeria-April-2018,Nigeria,16-Apr-18,Aba,Abia State Polytechnic,Students protest to demand payment of their lecturers' wages,https://www.pulse.ng/communities/student/students-protest-over-nonpayment-of-their-lecturers-salary-id8726160.html,,5.1283001,7.3631529,Major Urban Area,"College or University,Public Space",Protest or demonstration,Students,"School staff working conditions (salaries, security),Solidarity protest",School authority,,Nigeria-138
Nigeria-October-2018,Nigeria,16-Oct-18,Ogbomosho,Ladoke Akintola University of Technology,"Students protest an increase in school fees from N65,000 to N250,000",https://www.pulse.ng/communities/student/lautech-students-protest-increment-of-their-tuition-to-n250k-id8988475.html,,8.1676879,4.2669114,Major Urban Area,College or University,Protest or demonstration,Students,School fees,School authority,,Nigeria-135
Nigeria-October-2011,Nigeria,27-Oct-11,Lagos,Lagos State University,Students protesting school fees increase. Barricaded highway during protest.,https://www.vanguardngr.com/2011/10/lasu-students-move-against-fee-hike/,,6.5982951,3.2926865,Major Urban Area,College or University,Protest or demonstration,Students,School fees,School authority,,Nigeria-51
Nigeria-September-2014,Nigeria,15-Sep-14,Lagos,Lagos State University,Hundreds of part time students protest the poorly handled external campus system,https://www.africanexaminer.com/fasholas-office-shut-as-lasu-part-time-students-protest/,,6.5982951,3.2926865,Major Urban Area,College or University,Protest or demonstration,Students,"School quality (food, water, electricity), Accreditation or other school policies","School authority,Regional government",,Nigeria-57
Nigeria-December-2016,Nigeria,1-Dec-16,Ogbomosho,Ladoke Akintola University of Technology,Student protesting 6 month strike of university workers. Calling for the strike to end.,"http://www.gistmania.com/talk/topic,318218.0.html",,8.1676879,4.2669114,Major Urban Area,College or University,Protest or demonstration,Students,Accreditation or other school policies,,,Nigeria-48
Nigeria-December-2013,Nigeria,17-Dec-13,Lagos,ASUU Headquarters,The Academic Staff Union of Universities embarks on a 5 month strike to demand payment of arrears,http://www.informationng.com/2013/12/asuu-strike-asuu-calls-off-5-months-strike.html,,8.988049,7.181859,Major Urban Area,College or University,Strike OR Boycott,Teachers or Academic Staff,Accreditation or other school policies,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",Nigeria-228
Nigeria-June-2015,Nigeria,20-Jun-15,Onitsha,Metallurgical Training Institute,Student protest over poor hostel accommodation and rejection of Diploma Certificate by other federal government institutions,http://www.newsexpressngr.com/news/12281-Protest-rocks-Metallurgical-Training-Institute-Onitsha-as-students-go-on-rampage,,6.0946548,6.8111692,Major Urban Area,,"Protest or demonstration,Vandalism or property damage",Students,"School quality (food, water, electricity),accreditation or other school policies",School authority,,Nigeria-60
Nigeria-April-2018,Nigeria,12-Apr-18,Aba,Abia State Polytechnic,"Lecturers strike non payment of 11 months salaries, and disrupt a matriculation ceremony",https://www.pulse.ng/communities/student/striking-lecturers-disrupt-matriculation-ceremony-id8248079.html,,5.1283001,7.3631529,Major Urban Area,College or University,"Protest or demonstration,Strike OR Boycott",Teachers or Academic Staff,"School staff working conditions (salaries, security)",School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",Nigeria-137
Nigeria-September-2015,Nigeria,9-Sep-15,Lagos,"University of Lagos,Akoka",Students protest death of colleague,http://dailypost.ng/2015/09/09/happening-now-unilag-students-close-school-gates-to-protest-death-of-electrocuted-student/,,6.5128095,3.3912026,Major Urban Area,College or University,"Protest or demonstration,Road block or occupation",Students,"School quality (food, water, electricity),Solidarity protest",School authority,arrest or detention,Nigeria-107
