Protest Name,Country Name,Date,Locality Name,Geographic Context (F1),School Name,Protest Location (F2),Description of Protest,Primary Source,Additional Sources,Event Type (F3),Actors Involved (F4),Causes (F5),Targets (F6),Characteristics (F7),LAT,LONG
Rwanda-April-2009,Rwanda,"April 2, 2009",Kigali,Capital City,Riviera High School,Secondary School,All A-Level (32 students total) students were expelled from school after a violent demonstration occurred on campus. Students led a demonstration through 4 boys dormitories causing an estimated Rwf 7.2 million in damages. The main cause of the protest was the decision by the principal to end a fashion show early.,http://www.newtimes.co.rw/section/read/7998,,"Protest,Property damage",Students,Accreditation / school policies,School authority,Arrest / detention,-1.977794,30.2087167
Rwanda-October-2010,Rwanda,"October 3, 2010",Kigali,Capital City,EAV GITWE,Secondary School,"A dozen students are on the run after protest on campus where more than 200 textbooks were dumped into toilets, and windows broken. The school administration and this article say that they have no idea what sparked this incident.",http://rnanews.com/national/4421-police-hunting-for-students-after-school-strike-in-south,,"Protest,Property damage",Students,Other,,,-2.1575095,30.5454898
Rwanda-April-2018,Rwanda,"April 1, 2018",Kigali,Capital City,Lycee de Kigali,Secondary School,Secondary students who completed their studies are protesting about delays by the Rwanda Education Board to issue their certificates of completion. The delay has been taking up to three years for certificates to be delivered.,http://www.theeastafrican.co.ke/rwanda/News/Rwandan-students-protest-three-year-wait-for-certificates/1433218-4364816-ca0cxa/index.html,,Protest,Students,Accreditation / school policies,School authority,Arrest / detention,-1.9616418,30.0693708
Rwanda-October-2007,Rwanda,"October 18, 2007",Gatsibo,Town,Gabiro High School,Secondary School,"Student went on strike, one day before exams after ""school administration suspended some Senior-4 students who had been threatening to fight each other on the last day of school"". Police were called to the strike and students were arrested.",http://www.newtimes.co.rw/section/read/42146,,Strike / boycott,Students,Accreditation / school policies,School authority,,-1.6167417,30.3943859
Senegal-February-2016,Senegal,"February 8, 2016",Saint Louis,Major Urban Area,Gaston Berger University,College or University,Student's protest erected barricades to express their demands for the teacher's strike. Student's are also protesting dress codes.,https://www.laviesenegalaise.com/universite-gaston-berger-de-saint-louis-les-etudiants-en-greve,,Protest,Students,Accreditation / school policies,School authority,Suspension / discipline,16.0626374,-16.425864
Senegal-August-2016,Senegal,"August 16, 2016",Saint Louis,Major Urban Area,Gaston Berger University,College or University,Gaston Berger students declare unlimited strike to demand the reinstatement of their peers.,http://www.lesoleil.sn/actualites/item/53765-universite-gaston-berger-les-etudiants-decretent-une-greve-illimitee.html,,Strike / boycott,Students,Accreditation / school policies,School authority,,16.0626374,-16.425864
Senegal-May-2018,Senegal,"May 31, 2018",Saint Louis,Major Urban Area,University of Saint-Louis,College or University,University students still on unlimited strike to seek justice for Mouhamed Fallou Sene who was killed on May 15th during a protest.,http://www.lesoleil.sn/actualites/item/78843-universite-de-saint-louis-les-etudiants-toujours-en-greve-illimitee.html,https://www.news24.com/Africa/News/echoes-of-1968-unrest-in-senegal-student-protests-20180603,Strike / boycott,Students,,Federal government,Police / military presence,16.0626374,-16.425864
Senegal-April-2010,Senegal,"April 24, 2010",Thiés,Town,University of Thiès,College or University,Students hold month long hunger strike which ends after the Minister for Higher Eduction visited to meet students demands. Students went on strike to protest living and quality conditions of university.,http://www.universityworldnews.com/article.php?story=20100521162235121,,Protest,Students,School quality,Federal government,Non-lethal violence,14.793603,-16.963093
Senegal-November-2009,Senegal,"November 29, 2009",Zinguinchor,Town,Catholic University of West Africa,College or University,"Students riot after university demands they pay fees that were supposed to be covered by government funding, but was never allocated.",http://www.universityworldnews.com/article.php?story=20091127133307164,,"Protest,Riot",Students,School fees,Regional government,"Non-lethal violence,Death occurred",12.548157,-16.286785
Senegal-May-2018,Senegal,"May 15, 2018",Saint-Louis,Major Urban Area,University Gaston Berger,College or University,Protests erupt at several universities across Senegal after a student was killed at a protest about late grant payments.,http://www.mfwa.org/country-highlights/one-dead-in-student-gendarme-clashes/,,Protest,Students,,Local government,Police / military presence,16.0626374,-16.425864
Senegal-December-2002,Senegal,"December 23, 2002",Dakar,Capital City,Embassy of Gabon,Government Property,Gabonese students in Senegal protest in the Gabon embassy for lack of paid stipends from government.,https://www.myplainview.com/news/article/Students-Capture-Gabon-Embassy-in-Senegal-8803518.php,,Protest,Students,"School fees,Government policy",Federal government,,14.716677,-17.467686
Senegal-January-2018,Senegal,"January 4, 2018",Dakar,Capital City,University Cheikh Anta Diop University,College or University,Teachers continue on strike demanding their wages and better housing allowances.,https://www.metrodakar.net/education/debrayage-greve-syndicats-denseignants-malaise-de-lecole-persiste/,http://www.mourides.info/greve-des-syndicats-denseignants-lecole-toujours-paralysee/,Strike / boycott,Teachers / staff,Accreditation / school policies,School authority,,14.6903672,-17.464136
Senegal-March-2016,Senegal,"March 30, 2016",Ziguinchor,Capital City,Assane Seck University,College or University,Students issue a 48 hour strike to denounce the interference of the administration in their delegates.,https://senego.com/greve-a-luniversite-de-ziguinchor-etudiants-decretent-48-heures-renouvelables_310003.html,,Strike / boycott,Students,Accreditation / school policies,School authority,,12.548157,-16.286785
Senegal-February-2016,Senegal,"February 27, 2016",Dakar,Capital City,University of Dakar,College or University,Students strike in front of university doors and block main road. Student's demonstrating against police violence.,http://www.journaldupays.com/2016/senegal-greve-des-etudiants-a-luniversite-de-dakar/,,Strike / boycott,Students,,School authority,"Non-lethal violence,Injury occurred,Police / military presence",14.6903672,-17.464136
Senegal-January-2014,Senegal,"January 18, 2014",Ziguinchor,Capital City,Ziguinchor,Public Space,Two students were wounded after soldiers fired into the air to disperse a demonstration which was blocking traffic.,https://www.apnews.com/fac6912f97bf4591adaf09928855dfbf,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27686309455&format=GNBFI&sort=RELEVANCE&startDocNo=51&resultsUrlKey=29_T27686309459&cisb=22_T27686309458&treeMax=true&treeWidth=0&csi=257912&docNo=67,Protest,"Students,Community members",,,,12.5641479,-16.263983
Senegal-April-2003,Senegal,"April 29, 2003",Dakar,Capital City,Dakar,"Primary School,Secondary School","Thirteen teachers' trade unions from primary and secondary schools to protest the government's refusal to increase their housing, teaching and other benefits.",http://www.panapress.com/Senegalese-teachers-observe-two-day-strike--13-481468-18-lang1-index.html,,Strike / boycott,Teachers / staff,Staff working conditions,School authority,"Death occurred,Injury occurred,Arrest / detention",14.716677,-17.467686
Senegal-August-2014,Senegal,"August 14, 2014",Dakar,Capital City,Université Cheikh Anta Diop de Dakar,College or University,Students hosted a demonstration to demand payment of scholarship for the 2012-2014 academic year. The police dispersed the demonstrators by firing tear gas. One student was killed after police broke down doors and ransacked the rooms. 27 students were arrested and detained.,https://www.ifex.org/senegal/2014/08/22/police_student/,https://www.yahoo.com/news/student-killed-senegal-protest-clash-police-104915051.html,"Protest,Property damage",Students,School fees,School authority,"Non-lethal violence,Death occurred",14.6903672,-17.464136
Senegal-February-2012,Senegal,"February 1, 2012",Dakar,Capital City,University Cheikh Anta Diop University,College or University,Students and community members held a demonstration against the campaign of President Abdoulaye Wade's re-election bid. One student was killed after being run over by a truck. Tear gas was used.,https://www.bbc.com/news/world-africa-16830678,https://www.cnn.com/2012/02/17/world/africa/senegal-violence/index.html,Protest,"Students,Community members",Government policy,Federal government,,14.6903672,-17.464136
Senegal-June-2018,Senegal,"June 3, 2018",Dakar,Capital City,Doudou Ndiaye Rose Square,Public Space,"Students stage a demonstration calling for the end to the teacher's strike, urging the government to keep its commitment it made to the teachers.",https://www.journalducameroun.com/en/angry-senegalese-students-demand-end-to-teachers-strike/,,Protest,Students,Government policy,School authority,,14.716677,-17.467686
Senegal-July-2011,Senegal,"July 1, 2011",Dakar,Capital City,University Cheikh Anta Diop,College or University,"A group of 2,500 of master's and PhD graduate students threatened to strike and leave the school during exams in order to make school listen to them. The graduates are protesting rising graduate unemployment.",http://www.universityworldnews.com/article.php?story=20110917100621179,,Strike / boycott,Students,Economic issues,School authority,,14.6903672,-17.464136
Senegal-April-2017,Senegal,"April 8, 2017",Dakar,Capital City,Dakar,Public Space,"Thousands of people take to the street to protest against President Macky Sall and to call for the release of political opponents. This protest was organized by ""Fed-Up"" a youth movement.",https://www.news24.com/Africa/News/thousands-protest-in-senegal-against-president-sall-20170408,,Protest,"Students,Community members",Elections,Federal government,Non-lethal violence,14.716677,-17.467686
Senegal-June-2011,Senegal,"June 24, 2011",Dakar,Capital City,National Assembly Building,Public Space,Thousands of student assembled outside the National Assembly building for an anti-President Wade protest. Car and property damage reported.,http://news.trust.org/item/20110623153000-fmeir?view=print,http://www.lexisnexis.com/lnacui2api/results/docview/docview.do?docLinkInd=true&risb=21_T27686309455&format=GNBFI&sort=RELEVANCE&startDocNo=1&resultsUrlKey=29_T27686309459&cisb=22_T27686309458&treeMax=true&treeWidth=0&csi=401391&docNo=16,Protest,"Students,Community members",Government policy,Federal government,,14.716677,-17.467686
